venta_id,fecha,hora,sucursal_id,producto_id,cantidad,total,metodo_pago
181,2025-12-28,14:56,1,84,1,110.0,tarjeta 
182,2025-10-04,17:09,3,76,2,34.2,efectivo
183,2025-04-06,14:07,6,43,3,171.6,app
184,2025-08-21,18:25,7,129,3,87.0,tarjeta
185,2025-10-30,14:23,6,85,1,121.0,efectivo
186,2025-03-16,07:57,1,41,1,71.0,tarjeta 
187,2025-07-07,17:03,1,110,2,90.0,monedero
188,2025-07-22,17:14,5,6,1,58.8,efectivo
189,2025-12-26,17:50,5,48,1,88.2,monedero
190,2025-02-26,12:43,7,70,1,55.1,monedero
191,2024-12-27,10:12,1,35,1,65.0,app
192,2026-02-11,14:44,4,109,1,38.0,tarjeta 
193,2026-05-01,19:34,4,77,3,90.0,tarjeta 
194,2025-06-22,18:24,4,61,2,144.0,efectivo
195,2025-07-17,16:47,2,121,1,60.9,tarjeta 
196,2026-01-01,16:38,1,76,1,18.0,efectivo
197,2026-01-01,19:44,2,24,1,60.9,efectivo
198,2025-04-01,08:58,2,59,2,115.5,efectivo
199,2025-08-08,08:04,6,12,1,61.6,efectivo
200,2026-01-26,07:31,1,14,3,138.0,efectivo
201,2026-01-28,08:49,6,5,1,50.6,tarjeta 
202,2025-11-18,07:32,6,142,2,114.4,tarjeta
203,2025-03-02,15:38,6,4,1,39.6,efectivo
204,2025-09-20,13:37,4,83,1,95.0,efectivo
205,2026-01-07,15:13,8,125,1,52.8,efectivo
206,2025-09-23,08:08,7,42,2,243.6,tarjeta
207,2025-09-05,10:01,3,35,1,61.75,efectivo
208,2026-04-08,21:26,7,55,1,69.6,monedero
209,2025-09-04,09:40,2,130,3,63.0,efectivo
210,2025-03-07,16:00,1,72,1,18.0,efectivo
211,2026-02-22,11:10,6,71,1,28.6,efectivo
212,2024-12-01,10:32,2,51,2,163.8,tarjeta
213,2025-06-23,09:34,2,99,3,661.5,tarjeta 
214,2025-12-05,13:59,7,19,1,49.3,efectivo
215,2025-01-26,10:04,8,7,1,41.8,app
216,2026-05-06,07:52,6,15,3,184.8,app
217,2025-12-20,09:58,6,9,1,63.8,tarjeta 
218,2025-11-19,14:49,1,52,3,165.0,tarjeta
219,2024-12-25,16:03,7,32,3,295.8,tarjeta
220,2025-09-01,18:14,3,71,2,49.4,efectivo
221,2026-01-18,12:03,8,35,2,143.0,tarjeta
222,2025-09-07,19:10,3,114,3,108.3,efectivo
223,2025-12-03,10:23,7,68,2,75.4,efectivo
224,2025-08-29,07:54,7,48,2,243.6,efectivo
225,2025-07-27,13:33,5,138,3,787.5,tarjeta
226,2026-03-07,17:28,1,40,2,116.0,efectivo
227,2026-02-13,17:56,1,9,1,58.0,tarjeta 
228,2024-12-06,10:51,3,43,3,148.2,tarjeta
229,2026-03-23,08:35,6,33,3,267.3,app
230,2025-05-14,09:15,7,125,1,69.6,efectivo
231,2025-01-09,10:14,8,142,3,171.6,monedero
233,2025-01-13,18:35,5,62,1,75.6,app
234,2025-05-21,12:17,8,35,2,143.0,tarjeta
235,2025-07-30,18:47,7,14,3,200.1,efectivo
236,2025-11-12,13:57,2,29,2,96.6,efectivo
237,2026-05-21,18:37,2,91,1,399.0,app
238,2025-04-14,07:30,6,10,3,118.8,tarjeta 
239,2025-04-22,07:01,5,32,1,71.4,monedero
240,2025-05-27,08:45,3,73,1,17.1,efectivo
241,2026-01-06,08:30,8,59,3,181.5,app
242,2025-11-03,07:09,8,23,1,52.8,efectivo
243,2025-07-28,10:41,1,3,1,54.0,efectivo
244,2024-12-13,20:44,6,126,2,44.0,efectivo
245,2026-02-01,21:41,1,50,1,65.0,app
246,2025-06-09,08:19,2,88,2,262.5,tarjeta
247,2025-10-19,09:10,5,91,2,798.0,tarjeta 
248,2025-04-28,19:28,2,66,1,75.6,tarjeta 
249,2026-04-11,21:35,4,78,3,54.0,app
250,2025-11-22,07:33,2,9,1,60.9,tarjeta 
251,2025-03-05,15:37,1,66,1,72.0,efectivo
252,2025-11-16,12:59,5,33,3,255.15,efectivo
253,2025-02-05,07:50,4,99,1,210.0,efectivo
254,2025-09-07,16:29,7,129,2,58.0,tarjeta
255,2024-12-01,18:03,6,125,2,105.6,tarjeta
256,2025-12-13,07:09,6,21,1,59.4,efectivo
257,2026-02-14,17:15,6,28,1,39.6,efectivo
258,2025-09-23,10:40,1,1,3,102.0,tarjeta
259,2025-09-08,14:41,2,6,1,58.8,efectivo
260,2026-01-31,19:48,1,52,2,110.0,tarjeta
261,2025-05-20,11:00,4,19,1,34.0,efectivo
262,2026-02-21,17:52,1,87,1,95.0,monedero
263,2026-04-07,14:19,3,10,1,34.2,efectivo
264,2026-02-20,18:53,6,83,1,104.5,efectivo
265,2026-03-13,07:27,6,123,1,63.8,efectivo
266,2025-03-23,12:55,6,52,2,121.0,tarjeta 
267,2026-05-06,12:41,8,21,2,118.8,efectivo
268,2025-04-15,14:57,2,23,3,151.2,efectivo
269,2026-01-09,16:28,2,27,1,56.7,tarjeta 
270,2024-12-28,10:53,5,76,1,18.9,tarjeta
271,2025-06-09,10:54,5,35,2,136.5,tarjeta 
272,2025-02-21,17:08,1,23,2,96.0,app
273,2025-05-22,10:26,1,63,1,62.0,app
274,2024-12-19,15:55,6,76,2,39.6,tarjeta
275,2025-10-11,20:35,6,48,1,92.4,efectivo
276,2025-10-21,18:02,6,8,2,105.6,tarjeta
277,2026-03-11,15:03,6,59,1,60.5,efectivo
278,2026-01-05,21:09,8,32,3,224.4,efectivo
279,2025-08-22,08:05,1,44,2,130.0,efectivo
280,2025-03-28,10:37,3,127,3,74.1,efectivo
281,2026-05-15,20:59,4,4,1,36.0,app
282,2025-03-19,09:52,5,97,1,399.0,efectivo
283,2025-10-25,11:46,2,12,1,58.8,tarjeta
284,2026-05-18,08:25,1,31,2,110.0,tarjeta
285,2025-10-03,10:44,5,6,1,58.8,efectivo
286,2026-02-07,20:04,1,95,2,240.0,tarjeta 
287,2024-12-06,18:01,3,75,3,74.1,efectivo
288,2025-10-02,19:43,7,110,1,65.25,tarjeta
289,2025-01-18,08:27,2,40,1,60.9,tarjeta
290,2026-04-11,14:42,6,73,1,19.8,app
291,2025-06-21,07:57,7,58,1,69.6,tarjeta 
292,2025-06-30,09:34,1,25,2,68.0,efectivo
293,2025-12-28,18:46,2,24,2,121.8,efectivo
294,2026-04-13,16:25,6,113,2,99.0,app
295,2025-05-02,09:46,2,91,2,798.0,efectivo
296,2026-01-29,11:18,7,52,2,159.5,efectivo
297,2025-10-25,09:37,5,8,3,151.2,tarjeta
298,2025-08-27,16:28,2,108,2,115.5,efectivo
299,2025-04-04,16:36,6,53,1,74.8,tarjeta
300,2025-11-22,07:53,2,27,1,56.7,tarjeta
301,2025-10-23,09:12,2,8,3,151.2,tarjeta
302,2025-04-08,09:41,1,54,1,81.0,efectivo
303,2026-05-05,15:44,3,65,2,91.2,tarjeta
304,2024-12-11,07:30,6,18,3,178.2,efectivo
305,2026-03-01,14:16,8,44,1,71.5,efectivo
306,2026-01-25,19:15,1,100,3,1140.0,tarjeta
307,2026-02-25,09:46,8,18,1,59.4,tarjeta
308,2025-04-25,10:26,5,15,2,117.6,tarjeta 
309,2025-01-24,15:17,8,40,2,127.6,tarjeta
310,2025-05-31,16:20,7,8,2,139.2,tarjeta
311,2025-10-08,11:48,6,51,1,85.8,tarjeta 
312,2026-04-11,19:31,8,27,3,178.2,monedero
313,2026-04-16,17:10,3,41,1,67.45,tarjeta
314,2026-02-15,10:25,1,75,2,52.0,tarjeta 
315,2025-11-15,16:10,1,15,2,112.0,tarjeta
316,2024-12-08,17:28,1,77,1,30.0,tarjeta
317,2025-08-02,15:32,3,49,1,49.4,tarjeta
318,2025-02-11,09:38,7,28,2,104.4,efectivo
319,2025-04-29,13:21,6,17,1,48.4,tarjeta
320,2025-09-26,08:12,5,2,1,46.2,efectivo
321,2026-04-29,13:11,5,34,1,54.6,efectivo
322,2025-03-03,17:56,1,9,1,58.0,efectivo
323,2026-03-23,17:48,8,71,2,57.2,tarjeta
324,2025-12-12,11:35,2,17,3,138.6,efectivo
325,2025-05-31,13:12,1,68,2,52.0,efectivo
326,2025-11-15,18:15,2,14,2,96.6,efectivo
327,2025-10-09,21:15,5,135,1,168.0,efectivo
328,2025-01-17,08:55,1,70,2,76.0,tarjeta 
329,2025-02-14,09:33,1,100,3,11400.0,monedero
330,2026-02-13,08:26,5,110,2,94.5,efectivo
331,2025-04-27,09:03,6,59,3,181.5,efectivo
332,2025-12-13,09:12,1,4,2,72.0,efectivo
333,2026-04-02,10:57,6,7,1,41.8,tarjeta
334,2025-04-02,08:57,2,36,1,81.9,tarjeta
335,2025-12-13,09:04,8,25,1,37.4,app
336,2025-08-09,16:22,8,6,2,123.2,efectivo
337,2025-12-27,16:57,2,100,2,798.0,tarjeta 
338,2025-04-11,18:31,3,22,1,36.1,tarjeta 
339,2025-08-13,16:14,1,59,1,55.0,tarjeta
340,2025-10-25,20:53,1,26,2,88.0,efectivo
341,2024-12-13,16:48,3,94,3,1083.0,tarjeta
342,2025-05-29,18:55,3,129,2,38.0,tarjeta
343,2025-12-11,19:56,1,17,1,44.0,tarjeta 
344,2025-04-11,09:54,2,74,1,18.9,monedero
345,2026-05-09,17:44,7,50,1,94.25,efectivo
346,2025-02-15,18:55,1,110,3,135.0,efectivo
347,2025-09-12,20:36,2,73,1,18.9,efectivo
348,2025-05-31,09:50,6,28,1,39.6,monedero
349,2026-01-24,09:31,2,63,1,65.1,efectivo
350,2026-04-10,19:00,1,36,99,78.0,efectivo
351,2026-02-18,07:04,5,10,1,37.8,tarjeta 
352,2026-02-16,21:52,6,19,1,37.4,tarjeta
353,2025-05-04,19:27,7,68,2,75.4,app
354,2024-12-27,19:47,3,25,1,32.3,efectivo
355,2026-03-06,21:18,2,17,2,92.4,tarjeta
356,2026-05-16,19:41,6,22,3,125.4,app
357,2024-12-03,08:07,1,41,1,71.0,efectivo
358,2024-12-02,12:19,6,79,1,137.5,efectivo
359,2024-12-09,14:24,7,65,2,139.2,tarjeta 
360,2025-11-19,19:20,1,16,2,68.0,monedero
361,2024-12-05,16:10,6,20,2,96.8,tarjeta
362,2025-04-25,13:52,1,122,3,105.0,efectivo
363,2025-06-29,17:54,6,107,1,77.0,efectivo
364,2025-12-26,16:33,7,43,1,75.4,efectivo
365,2026-05-10,16:16,5,77,2,63.0,monedero
366,2025-12-13,18:20,5,7,1,39.9,efectivo
367,2024-12-24,17:37,8,21,2,118.8,efectivo
368,2025-05-30,19:03,6,25,2,74.8,efectivo
369,2025-02-21,18:40,1,11,2,92.0,efectivo
370,2025-12-02,10:52,7,1,3,147.9,efectivo
371,2025-12-14,10:50,7,64,1,104.4,tarjeta
372,2025-12-25,13:06,8,129,2,44.0,app
373,2025-03-28,15:50,6,59,1,60.5,tarjeta 
374,2025-11-21,11:28,2,32,2,142.8,tarjeta 
375,2026-02-25,07:06,5,134,1,126.0,tarjeta 
376,2026-04-05,18:48,2,128,1,27.3,app
377,2025-01-17,07:51,2,9,1,60.9,efectivo
378,2024-12-30,08:59,1,34,3,156.0,tarjeta
379,2026-05-04,08:54,5,9999,2,109.2,efectivo
380,2025-10-06,14:03,5,24,2,121.8,monedero
381,2024-12-27,15:40,8,31,1,60.5,app
382,2026-02-01,09:03,3,140,2,494.0,app
383,2026-03-01,15:00,6,51,1,85.8,monedero
384,2025-02-10,09:19,8,58,3,158.4,tarjeta 
385,2026-05-09,16:46,6,86,1,104.5,efectivo
386,2026-05-21,12:36,6,12,3,184.8,tarjeta 
387,2025-11-21,09:24,8,9,1,63.8,tarjeta
388,2025-11-30,07:38,5,23,1,50.4,tarjeta 
389,2025-06-26,18:19,1,48,1,84.0,tarjeta 
390,2025-07-13,09:42,7,65,2,139.2,efectivo
391,2025-07-14,09:17,7,86,1,137.75,tarjeta
392,2025-03-28,19:41,1,16,2,68.0,efectivo
393,2025-01-09,19:47,3,4,3,102.6,tarjeta
394,2025-09-14,15:28,3,30,1,53.2,efectivo
395,2025-12-22,07:31,8,80,1,121.0,efectivo
396,2026-02-10,20:46,8,55,3,158.4,tarjeta 
397,2025-02-23,17:12,2,125,3,151.2,tarjeta
398,2025-05-05,08:58,6,49,2,114.4,efectivo
399,2025-02-19,15:25,1,117,1,45.0,efectivo
400,2025-04-15,07:15,7,102,2,507.5,efectivo
401,2025-12-25,17:28,3,25,2,64.6,monedero
402,2025-03-20,08:52,6,72,2,39.6,efectivo
403,2025-12-02,18:35,3,9,2,110.2,efectivo
404,2025-04-23,16:35,7,23,3,208.8,tarjeta
405,2025-02-17,10:48,6,125,1,52.8,efectivo
406,2026-05-25,13:44,3,60,1,58.9,monedero
407,2025-03-23,09:39,3,63,1,58.9,efectivo
408,2025-06-12,16:57,7,13,3,156.6,efectivo
409,2025-02-17,09:46,6,54,2,178.2,efectivo
410,2026-04-16,10:43,2,79,2,262.5,efectivo
411,2026-02-14,09:35,6,20,1,48.4,tarjeta
412,2025-04-27,19:17,7,59,1,79.75,efectivo
413,2026-02-28,07:41,6,58,1,52.8,efectivo
414,2025-11-16,17:36,7,19,1,49.3,app
415,2025-05-23,07:50,5,61,1,75.6,tarjeta 
416,2025-02-03,07:23,3,36,1,74.1,tarjeta
417,2025-10-25,09:53,1,16,3,102.0,tarjeta
418,2025-10-03,19:32,7,129,2,58.0,efectivo
419,2025-02-01,19:58,4,47,3,213.0,efectivo
420,2025-05-31,13:45,3,71,1,24.7,efectivo
421,2026-04-30,10:00,1,77,1,30.0,efectivo
422,2025-02-19,19:12,5,42,1,88.2,efectivo
423,2026-01-16,20:51,6,27,1,59.4,efectivo
424,2024-12-07,17:04,1,26,1,44.0,efectivo
425,2026-04-13,19:14,3,40,2,110.2,app
426,2026-04-15,19:14,7,72,1,26.1,efectivo
427,2025-04-04,10:30,8,13,2,79.2,efectivo
428,2026-02-07,12:45,3,8,2,91.2,efectivo
429,2026-03-13,18:33,3,135,2,304.0,tarjeta
430,2025-05-28,11:45,6,17,2,96.8,efectivo
431,2025-12-08,17:43,8,121,1,63.8,app
432,2025-04-12,09:59,3,59,1,52.25,efectivo
433,2025-10-26,16:05,6,56,1,60.5,tarjeta
435,2025-07-22,19:17,5,54,1,85.05,app
436,2026-03-27,15:35,5,11,2,96.6,app
437,2024-12-26,11:34,1,104,1,150.0,efectivo
438,2026-01-11,10:57,6,73,1,19.8,efectivo
439,2025-11-01,19:47,6,3,1,59.4,efectivo
440,2025-01-02,18:07,3,126,2,38.0,efectivo
441,2025-02-14,16:27,8,46,2,127.6,efectivo
442,2025-10-05,17:42,5,40,1,60.9,efectivo
443,2025-11-02,09:41,6,43,1,57.2,tarjeta 
444,2025-09-11,10:29,1,41,3,213.0,efectivo
445,2025-10-17,10:14,3,21,1,51.3,tarjeta 
446,2025-10-07,11:56,2,104,3,472.5,tarjeta
447,2025-10-20,13:05,5,85,1,115.5,efectivo
448,2025-11-24,21:23,3,68,2,49.4,efectivo
449,2025-10-29,17:11,2,14,1,48.3,efectivo
450,2026-02-09,14:37,1,23,1,48.0,efectivo
451,2025-02-01,12:50,6,10,2,79.2,tarjeta
452,2026-01-25,07:54,4,70,2,76.0,app
453,2025-06-22,08:59,5,59,2,115.5,efectivo
454,2025-01-28,21:08,3,28,3,102.6,monedero
455,2026-03-08,12:09,6,27,1,59.4,tarjeta
456,2025-01-07,14:24,5,98,2,252.0,tarjeta
457,2025-09-10,08:34,4,20,1,44.0,tarjeta
458,2025-05-31,11:10,6,130,2,44.0,efectivo
459,2025-06-14,12:30,4,137,2,240.0,tarjeta 
460,2025-04-06,07:35,4,6,1,56.0,tarjeta
461,2024-12-25,16:29,3,35,2,123.5,tarjeta
462,2025-01-21,18:54,8,86,2,209.0,app
463,2025-02-02,19:15,5,33,2,170.1,tarjeta 
464,2025-08-10,11:52,7,110,2,130.5,tarjeta 
465,2025-07-14,16:48,2,121,1,60.9,efectivo
466,2025-11-25,09:41,7,12,3,243.6,app
467,2025-05-03,10:30,2,138,3,787.5,efectivo
468,2025-05-24,20:43,6,84,2,242.0,efectivo
469,2026-01-23,17:18,8,18,3,178.2,tarjeta
470,2026-04-03,07:52,3,8,3,136.8,efectivo
471,2025-04-17,15:10,6,80,1,121.0,tarjeta 
472,2025-10-26,14:15,1,17,2,88.0,tarjeta
473,2025-07-21,12:57,4,53,3,204.0,efectivo
474,2025-09-27,17:58,7,83,1,137.75,app
475,2024-12-22,15:13,6,5,1,50.6,efectivo
476,2026-03-29,21:19,2,42,2,176.4,tarjeta
477,2025-04-08,14:54,5,73,2,37.8,efectivo
478,2025-07-07,18:29,5,134,2,252.0,efectivo
479,2025-09-04,08:01,7,79,3,543.75,tarjeta
480,2024-12-15,08:56,5,68,3,81.9,tarjeta
481,2025-07-10,11:09,1,109,1,38.0,tarjeta
482,2025-07-09,18:55,3,58,3,136.8,app
483,2026-01-01,18:32,2,55,1,50.4,tarjeta
484,2025-01-02,13:19,7,119,1,98.6,app
485,2025-06-28,09:58,2,4,2,75.6,efectivo
486,2025-08-26,18:55,6,16,2,74.8,tarjeta 
487,2025-06-30,15:40,8,86,1,104.5,efectivo
488,2025-05-04,07:24,1,87,3,285.0,monedero
489,2025-09-07,17:42,8,49,1,57.2,efectivo
490,2026-05-05,12:29,8,88,1,137.5,efectivo
491,2025-12-26,09:59,1,143,1,55.0,app
492,2026-01-06,16:25,3,12,3,159.6,efectivo
493,2025-12-17,17:30,8,131,3,85.8,efectivo
494,2025-02-07,17:18,6,111,2,70.4,efectivo
495,2026-01-16,08:08,6,58,3,158.4,tarjeta
496,2026-05-09,07:58,1,58,2,96.0,tarjeta
497,2025-09-04,17:21,7,85,2,319.0,app
498,2025-12-28,14:49,3,112,2,53.2,efectivo
